_id,name,sanitizedName,bio
64cc2db4830ba29148dadc4d,Deborah Hewitt,deborahhewitt,"Alison Deborah Moira Hewitt  (born 31 August 1963) is a British businesswoman and sports administrator. She was appointed as chairwoman of the Football Association in June 2021, taking up the role in January 2022. Hewitt will be the first woman to hold the post. Hewitt was previously chairwoman of The Restaurant Group."
64cc2db4830ba29148dadc61,Geraldine McCaughrean,geraldinemccaughrean,"Geraldine McCaughrean ( mə-KAWK-rən; born 6 June 1951) is a British children's novelist. She has written more than 170 books, including Peter Pan in Scarlet (2004), the official sequel to Peter Pan commissioned by Great Ormond Street Hospital,  the holder of Peter Pan's copyright. Her work has been translated into 44 languages worldwide. She has received the Carnegie Medal twice and the Michael L. Printz Award among others."
64cc2db4830ba29148dadc7a,Russell Ash,russellash,"Russell Ash (18 June 1946 – 21 June 2010) was the British author of the Top 10 of Everything series of books, as well as Great Wonders of the World, Incredible Comparisons and many other reference, art and humour titles, most notably his series of books on strange-but-true names, Potty, Fartwell & Knob, Busty, Slag and Nob End and (for children) Big Pants, Burpy and Bumface.  Once described as 'the human Google', his obituary in The Times stated that 'In the age of the internet, it takes tenacity and idiosyncratic intelligence to make a living from purveying trivial information.  Russell Ash did just that'."
64cc2db4830ba29148dadc90,John Summerson,johnsummerson,Sir John Newenham Summerson  (25 November 1904 – 10 November 1992) was one of the leading British architectural historians of the 20th century.
64cc2db4830ba29148dadcbc,Mike Smith,mikesmith,Michael Smith or Mike Smith may refer to:\n\n
64cc2db4830ba29148dadcd2,Don Perrin,donperrin,Don Perrin (born 1 October 1964) is a Canadian writer and former military officer.
64cc2db4830ba29148dadce2,Julia Bourland,juliabourland,
64cc2db4830ba29148dadcee,Dean Feldmeyer,deanfeldmeyer,
64cc2db4830ba29148dadcfb,Vonette Zachary Bright,vonettezacharybright,"Vonette Zachary Bright (July 2, 1926 – December 23, 2015) was an American author, speaker, and the co-founder of Cru.\nBright was born in Coweta, Oklahoma, and graduated with a B. A. degree in Home Economics and a minor in Chemistry from Texas Women's University in 1948. That summer she attended a conference with her fiancé Bill Bright at Forest Home Christian Conference Center, where she prayed to receive Christ under the spiritual direction of Henrietta Mears. That same year, she and Bill were married on December 30, 1948. In 1951, the couple moved into the Bel-Air home of Mears and from there launched Campus Crusade for Christ until their move to their new headquarters at Arrowhead Springs ten years later.Bright was known for her prayer rallies, her work as the chair of the National Day of Prayer task force that helped establish a fixed day for the event under Ronald Reagan, and as a chairperson (and one of the three women on the committee) on the Lausanne Committee for World Evangelization. She was also the author or co-author of more than 20 books, including, In His Hands, Passion for Prayer, and the ""Sister Circle"" Series. Bright adopted a less provocative stance on social issues than her husband, but was outgoing and articulate and often spoke at conferences.After Bill's death in 2003, Vonette continued her ministry work until her death in 2015. She died aged 89. She was survived by her two married sons and four grandchildren."
64cc2db4830ba29148dadd02,Barbara Sorensen,barbarasorensen,"Barbara Sorensen (born February 7, 1945) is an American artist. Her sculptures and multimedia installations mimic geological formations and natural landscapes, and are made from clay, metal, and resin. Sorensen works from art studios in Snowmass Village, Colorado and Winter Park, Florida.\nPast exhibitions of Sorensen's artwork include a traveling retrospective called Topographies that was exhibited at the Orlando Museum of Art in January 2012, and a solo exhibition called Barbara Sorensen: Elemental at the Racine Art Museum in Racine, Wisconsin in 2013."
64cc2db4830ba29148dadd2e,Claudio Freidzon,claudiofreidzon,
64cc2db4830ba29148dadd4f,Mike Davis,mikedavis,Michael or Mike Davis may refer to:\n\n
64cc2db4830ba29148dadd57,R. J. Williams,rjwilliams,"Robert Jackson Williams (born July 19, 1978) is an American media and Internet entrepreneur, and former child actor. He is the founder of the media company Young Hollywood."
64cc2db4830ba29148dadd8b,Emma Harrison,emmaharrison,Emma Harrison may refer to:\n\nEmma Harrison (actress)\nEmma Harrison (entrepreneur)
64cc2db4830ba29148daddd7,Lena Kuchler-Silberman,lenakuchlersilberman,
64cc2db4830ba29148daddec,Samantha Calderone,samanthacalderone,
64cc2db4830ba29148daddf5,Joshua M. Greene,joshuamgreene,
64cc2db4830ba29148daddf6,Shiva Kumar,shivakumar,"Shiva Kumar may refer to:\n\nShiva Kumar (general) (born 1948), Indian general\nShiva Kumar Mandal, Nepalese politician\nShiva Kumar Rai (1919-1995), Indian writer and politician"
64cc2db4830ba29148dade0b,Brad Smith,bradsmith,Brad or Bradley Smith may refer to:
64cc2db4830ba29148dade18,Pamela Serure,pamelaserure,
64cc2db4830ba29148dade1f,Wendi Lee,wendilee,
64cc2db4830ba29148dade20,Joellyn Auklandus,joellynauklandus,
64cc2db4830ba29148dade21,Steve Blevins,steveblevins,
64cc2db4830ba29148dade22,O.F. Roko,ofroko,
64cc2db4830ba29148dade3b,Elaine Flinn,elaineflinn,
64cc2db4830ba29148dade66,George Willett,georgewillett,
64cc2db4830ba29148dadea8,Paul Ebbs,paulebbs,
64cc2db4830ba29148dadeb5,Joyce McDonald,joycemcdonald,"Joyce McDonald (born December 14, 1952) is an American politician from the state of Washington. A member of the Republican Party, McDonald served as a councilor for Pierce County, Washington from 2009 to 2016. She served in the Washington House of Representatives, representing the 25th district, from 1997–2001, 2003–2008, 2017–2018.\nMcDonald is from Puyallup, Washington. She ran for Pierce County Councilor in 2008, and won. She ran for reelection in 2012. She ran against incumbent Denny Heck for the United States House of Representatives in Washington's 10th congressional district in the 2014 elections, losing by 9 points."
64cc2db4830ba29148dadecd,Brent Monahan,brentmonahan,
64cc2db4830ba29148dadece,Sanaya Roman,sanayaroman,
64cc2db4830ba29148daded1,Lisa Carlson,lisacarlson,
64cc2db4830ba29148daded5,Robert Hand,roberthand,"Robert Sterling Hand is an American astrologer, historian, and writer."
64cc2db4830ba29148dadefc,Lionel Fisher,lionelfisher,
64cc2db4830ba29148dadf08,K. H. McMullan,khmcmullan,
64cc2db4830ba29148dadf19,Jon R. Katzenbach,jonrkatzenbach,
64cc2db4830ba29148dadf1d,Jim Dratfield,jimdratfield,
64cc2db4830ba29148dadf2e,Virginia Frazier-Maiwald,virginiafraziermaiwald,
64cc2db4830ba29148dadf2f,Lenore M. Williams,lenoremwilliams,
64cc2db4830ba29148dadf38,Rafael Yglesias,rafaelyglesias,"Rafael Yglesias is an American novelist and screenwriter best known for his novels Hide Fox, And All After, A Happy Marriage, and the 1993 movie Fearless, which he adapted from his own novel of the same name. He is the father of Nicholas and Matthew Yglesias."
64cc2db4830ba29148dadf3b,Nora Gaydos,noragaydos,
64cc2db4830ba29148dadf67,Nick Heinle,nickheinle,
64cc2db4830ba29148dadf7b,Steven Moniz,stevenmoniz,
64cc2db4830ba29148dadf8d,Reinhard Lebe,reinhardlebe,
64cc2db4830ba29148dadfb2,Doris Gates,dorisgates,"Doris Gates (November 26, 1901 – September 3, 1987) was one of America's first writers of realistic children's fiction. Her novel Blue Willow, about the experiences of Janey Larkin, the ten-year-old daughter of a migrant farm worker in 1930s California, is a Newbery Honor book and Lewis Carroll Shelf Award winner. A librarian in Fresno, California, Gates lived and worked among the people described in her novels. She is also known for her collections of Greek mythology."
64cc2db4830ba29148dadff1,Maxine Diamond,maxinediamond,
64cc2db4830ba29148dadff2,Harriet Hemmings,harriethemmings,
64cc2db4830ba29148dae011,S. D. Schindler,sdschindler,"Catwings is a series of four American children's picture books written by Ursula K. Le Guin, illustrated by S. D. Schindler, and originally published by Scholastic from 1988 to 1999. It follows the adventures of kittens who were born with wings. Catwings is also the title of the first book in the series. The series is in print from Scholastic as of August 2015.In Britain the series was published in two omnibus volumes as Tales of Catwings and More Tales of the Catwings (Puffin/Penguin, 1999 and 2000). In America the 2003 editions were available in a boxed set of four with slipcase title The Catwings Collection (Orchard/Scholastic), listed as Catwings Set by Powell's Books.Scholastic classifies the Catwings books as fantasy and classifies the first two by ""interest level"" as ""grades 2–5"", the last two as ""grades preK–3"" (children of ages about 7–11 and 4–9 respectively). The series is covered by the Internet Speculative Fiction Database, which classifies the volumes as short fiction and as chapbooks.Scholastic Book Guides, a series for schoolteachers, includes one Catwings volume.In 2002 and 2003 as Catwings 5 and Catwings 6, Le Guin published online editions of picture books ""by Mrs. Katz's First Grade Class"".Ten years after their last Catwings volume, Le Guin and Schindler created another picture book featuring a cat: Cat Dreams (Orchard/Scholastic, 2009), with ""easy rhyming text"" and ""realistic, full-bleed watercolor illustrations""."
64cc2db4830ba29148dae020,Abigail Trafford,abigailtrafford,
64cc2db4830ba29148dae021,Patricia G. Miller,patriciagmiller,
64cc2db4830ba29148dae032,Judith S. Seixas,judithsseixas,
64cc2db4830ba29148dae033,Geraldine Youcha,geraldineyoucha,
64cc2db4830ba29148dae057,Alan Simpson,alansimpson,"Alan Simpson may refer to:\n\nAlan Simpson (theatre director) (1920–1980), Irish theatre director\nAlan Simpson (scriptwriter) (1929–2017), British screenwriter, of Galton and Simpson\nAlan Simpson (American politician) (born 1931), former United States Senator from Wyoming\nAlan Simpson (athlete) (born 1940), British runner\nAlan Simpson (British politician) (born 1948), British Labour Party politician\nAlan Simpson (technical author) (born 1953), author of technology books\nAlan Simpson (actor) (born 1983), American actor"
64cc2db4830ba29148dae072,Gerd Brantenberg,gerdbrantenberg,"Gerd Mjøen Brantenberg (born October 27, 1941) is a Norwegian author, teacher, and feminist writer."
64cc2db4830ba29148dae09f,Karl Schuessler,karlschuessler,"Karl Schüßler (19 March 1924 – 7 January 2023) was a West German cross-country skier who competed in the 1950s. He competed in the 50 km event at the 1952 Winter Olympics in Oslo, but did not finish.\nSchüßler was born in Willingen on 19 March 1924. He died in Willingen on 7 January 2023, at the age of 98."
64cc2db4830ba29148dae0a0,Mary Schuessler,maryschuessler,
64cc2db4830ba29148dae0c8,Kevin Canty,kevincanty,"Kevin Canty may refer to:\n\nKevin Canty (author) (born 1953), American author of novels and short stories\nKevin Canty (hurler) (born 1986), Irish hurler"
64cc2db4830ba29148dae0d6,Richard Brookhiser,richardbrookhiser,"Richard Brookhiser (; born February 23, 1955) is an American journalist, biographer and historian. He is a senior editor at National Review. He is most widely known for a series of biographies of America's founders, including Alexander Hamilton, Gouverneur Morris, and George Washington."
64cc2db4830ba29148dae0ef,Rebecca Gilman,rebeccagilman,"Rebecca Gilman (born 1965 in Birmingham, Alabama) is an American playwright."
64cc2db4830ba29148dae10d,Judith Schuler,judithschuler,
64cc2db4830ba29148dae112,Ann Arnett Ferguson,annarnettferguson,
64cc2db4830ba29148dae11e,Karl W Butzer,karlwbutzer,
64cc2db4830ba29148dae131,Valerie Smith,valeriesmith,"Valerie Smith may refer to:\n\nValerie Brown, aka Valerie Smith, a character from the Josie and the Pussycats comics\nValerie Smith (academic) (born 1956), American scholar and current president of Swarthmore College\nValerie Smith (social activist), Canadian social activist\nValerie Smith, born Violet Barclay (1922–2010), an American illustrator\nValerie Smith (musician) (born 1966), American bluegrass musician\nValerie Smith (athlete) from Athletics at the 1984 Summer Paralympics\nValerie Smith (swimmer) from Swimming at the 1984 Summer Paralympics"
64cc2db4830ba29148dae132,Lea Baechler,leabaechler,
64cc2db4830ba29148dae133,Steve Frazee,stevefrazee,
64cc2db4830ba29148dae15e,Rabbi Nilton Bonder,rabbiniltonbonder,
64cc2db4830ba29148dae166,Martin Ashford,martinashford,"Martin Ashford may refer to:\n\nMartin ""Ash"" Ashford (Casualty), a fictional character on the television series Casualty\nMartin Ashford (Home and Away), a fictional character on the television series Home and Away"
64cc2db4830ba29148dae17b,Chris Wright,chriswright,"Chris or Christopher Wright may refer to:\n\nChrisChris Wright (activist) (born 1957), American cannabis rights activist\nChris Wright (anthropologist) (20th Century), British visual anthropologist\nChris Wright (basketball, born 1988), American professional basketball player, University of Dayton college player\nChris Wright (basketball, born 1989), American professional basketball player, Georgetown University college player\nChris Wright (Big Brother) (born c.1981), British Big Brother contestant\nChris Wright (Canadian football) (1972–2005), Canadian football player\nChris Wright (cricketer) (born 1985), English cricketer\nChris Wright (footballer) (born 1986), English footballer\nChris Wright (music industry executive) (born 1944), British businessman, founder of Chrysalis\nChris Wright (programmer) (21st Century), Linux kernel hacker\nChris Wright (swimmer) (born 1988), Australian swimmer\nChris Wright (technologist) (20th Century), founder of Soundscape Digital TechnologyChristopherChristopher Wright (born 1971), better known as C. W. Anderson, American professional wrestler\nChristopher Wright (archivist) (20th century), British academic\nChristopher Wright (author) (born 1964), American writer\nChristopher Wright (plotter) (c. 1570–1605), English conspirator in the Gunpowder Plot\nChristopher J. H. Wright (born 1947), Anglican clergyman and Old Testament scholar"
64cc2db4830ba29148dae18d,Jamgon Kongtrul,jamgonkongtrul,"Jamgön Kongtrül Lodrö Thayé (Tibetan: འཇམ་མགོན་ཀོང་སྤྲུལ་བློ་གྲོས་མཐའ་ཡས་, Wylie: ʽjam mgon kong sprul blo gros mthaʽ yas, 1813–1899), also known as Jamgön Kongtrül the Great, was a Tibetan Buddhist scholar, poet, artist, physician, tertön and polymath. He was one of the most prominent Tibetan Buddhists of the 19th century and he is credited as one of the founders of the Rimé movement (non-sectarian), compiling what is known as the ""Five Great Treasuries"". He achieved great renown as a scholar and writer, especially among the Nyingma and Kagyu lineages and composed over 90 volumes of Buddhist writing, including his magnum opus, The Treasury of Knowledge."
64cc2db4830ba29148dae19d,Brian W. Hogwood,brianwhogwood,
64cc2db4830ba29148dae1b2,Veena Chopra,veenachopra,
64cc2db4830ba29148dae1ba,Kaffe Fassett,kaffefassett,"Frank Havrah ""Kaffe"" Fassett, MBE (born December 7, 1937) is an American-born, British-based artist who is best known for his colourful designs in the decorative arts—needlepoint, patchwork, knitting, painting and ceramics. While still a child, Fassett renamed himself after an Egyptian boy character from the book Boy of the Pyramid by Ruth Fosdick Jones. His name rhymes with 'safe asset'."
64cc2db4830ba29148dae1c3,Levinson,levinson,"Levinson is an Ashkenazi Jewish surname meaning ""son of Levi"". Notable people with the surname include:\n\nAndré Levinson (1887–1933), French dance journalist\nArik Levinson, American economist\nArthur D. Levinson (born 1950), American businessman\nBarry Levinson (born 1942), American film director and screenwriter\nBoris Levinson (1919-2002), Russian theatre and film actor\nDaniel Levinson (1920–1994), American psychologist\nEric L. Levinson, American judge\nFeodor Levinson-Lessing (1861–1939), Russian geologist\nGerald Levinson (born 1951), American composer\nHarold Levinson, American dyslexia researcher\nHorace Clifford Levinson (1895–1968), American mathematician\nJerrold Levinson (born 1948), American philosophy professor\nJessica Levinson, American law professor\nJoel Moss Levinson (born 1979/1980), American comedian\nJonathan Levinson, fictional character (Buffy the Vampire Slayer)\nMark Levinson\nMark Levinson (born 1946), American audio equipment designer (Mark Levinson Audio Systems)\nMark Levinson, American film director\nNathan Levinson (1888–1952), American sound engineer\nNorman Levinson (1912–1975), American mathematician\nPaul Levinson (born 1947), American author\nRichard Levinson (1934–1987), American writer and producer\nRobert Levinson (born 1948; disappeared 2007), American DEA and FBI agent\nRonald B. Levinson (1896–1980), American philosopher\nSalmon Levinson (1865-1941), Attorney active in the Peace Movement in early 1900's\nSam Levinson (born 1985), American actor\nSanford Levinson (born 1941), American law professor\nStephen C. Levinson (born 1947), British linguist\nSteven H. Levinson (born 1946), American judgeThe variants Levinsohn and Lewinsohn may refer to:\n\nIsaac Baer Levinsohn (1788–1860), Ukrainian-Hebrew scholar and writer\nJoshua Lewinsohn (born 1833; death date unknown), Russian teacher and writer\nRoss Levinsohn, American media executive"
64cc2db4830ba29148dae1c8,Stephen Cohen,stephencohen,"Steve, Steven or Stephen Cohen may refer to:"
64cc2db4830ba29148dae1ca,Damian Grace,damiangrace,
64cc2db4830ba29148dae1ce,Diana Lampe,dianalampe,
64cc2db4830ba29148dae1cf,Jane Fisk,janefisk,
64cc2db4830ba29148dae1d0,Carol Schiller,carolschiller,
64cc2db4830ba29148dae1e5,Roger Crisp,rogercrisp,"Roger Stephen Crisp (born 23 March 1961) is fellow and tutor in philosophy at St. Anne's College, Oxford.  He holds the university posts of Professor of Moral Philosophy and Uehiro Fellow and Tutor in Philosophy.  His work falls principally within the field of ethics, in particular metaethics, normative ethics, and applied ethics.  In addition, he is chairman of the Management Committee of the Oxford Uehiro Centre for Practical Ethics."
64cc2db4830ba29148dae1f8,Pierre-Augustin Beaumarchais,pierreaugustinbeaumarchais,
64cc2db4830ba29148dae1fb,Sallust,sallust,"Gaius Sallustius Crispus, usually anglicised as Sallust (, SAL-əst; 86 – c. 35 BC), was a Roman historian and politician from an Italian plebeian family. Probably born at Amiternum in the country of the Sabines, Sallust became a partisan of Julius Caesar (100 to 44 BC), circa 50s BC. He is the earliest known  Latin-language Roman historian with surviving works to his name, of which Conspiracy of Catiline (on the eponymous conspiracy), The Jugurthine War (on the  eponymous war), and the Histories (of which only fragments survive) remain extant. As a writer, Sallust was primarily influenced by the works of the 5th-century BC Greek historian Thucydides. During his political career he amassed great and ill-gotten wealth from his governorship of Africa."
64cc2db4830ba29148dae207,Allan J. Kimmel,allanjkimmel,
64cc2db4830ba29148dae219,Niall O Dochartaigh,niallodochartaigh,
64cc2db4830ba29148dae229,Dani Cavallaro,danicavallaro,
64cc2db4830ba29148dae231,Theodore A. Rees Cheney,theodoreareescheney,
64cc2db4830ba29148dae254,Laura Simon,laurasimon,
64cc2db4830ba29148dae255,David Bohm,davidbohm,"David Joseph Bohm  (; 20 December 1917 – 27 October 1992) was an American-Brazilian-British scientist who has been described as one of the most significant theoretical physicists of the 20th century and who contributed unorthodox ideas to quantum theory, neuropsychology and the philosophy of mind. Among his many contributions to physics is his causal and deterministic interpretation of quantum theory, now known as De Broglie–Bohm theory.\nBohm advanced the view that quantum physics meant that the old Cartesian model of reality—that there are two kinds of substance, the mental and the physical, that somehow interact—was too limited. To complement it, he developed a mathematical and physical theory of ""implicate"" and ""explicate"" order. He also believed that the brain, at the cellular level, works according to the mathematics of some quantum effects, and postulated that thought is distributed and non-localised just as quantum entities are. Bohm's main concern was with understanding the nature of reality in general and of consciousness in particular as a coherent whole, which according to Bohm is never static or complete.Bohm warned of the dangers of rampant reason and technology, advocating instead the need for genuine supportive dialogue, which he claimed could broaden and unify conflicting and troublesome divisions in the social world. In this, his epistemology mirrored his ontology.Born in the United States, Bohm obtained his Ph.D. under J. Robert Oppenheimer at the University of California, Berkeley. Due to his Communist affiliations, he was the subject of a federal government investigation in 1949, prompting him to leave the U.S. He pursued his career in several countries, becoming first a Brazilian and then a British citizen. He abandoned Marxism in the wake of the Hungarian Uprising in 1956."
64cc2db4830ba29148dae260,John Robert King,johnrobertking,
64cc2db4830ba29148dae26a,Gerry McGovern,gerrymcgovern,"Gerard Gabriel McGovern  is an English car designer and the Chief Creative Officer for Jaguar Land Rover leading the Group’s Design Studio at Gaydon, Warwickshire, creating concepts and new models.  A strong advocate of design's relevance to brand equity, he is a member of the Jaguar Land Rover board of Management."
64cc2db4830ba29148dae26b,Rob Norton,robnorton,Robert Norton (born 20 January 1972) is a British former professional boxer who competed from 1993 to 2011. He held the British and Commonwealth cruiserweight titles between 2008 and 2011.\nOnce beaten by Pat Mallen
64cc2db4830ba29148dae26c,Andrew Marvell,andrewmarvell,"Andrew Marvell (; 31 March 1621 – 16 August 1678) was an English metaphysical poet, satirist and politician who sat in the House of Commons at various times between 1659 and 1678. During the Commonwealth period he was a colleague and friend of John Milton. His poems range from the love-song ""To His Coy Mistress"", to evocations  of an aristocratic country house and garden in ""Upon Appleton House"" and ""The Garden"", the political address ""An Horatian Ode upon Cromwell's Return from Ireland"", and the later personal and political satires ""Flecknoe"" and ""The Character of Holland""."
64cc2db4830ba29148dae27c,Don Ledger,donledger,
64cc2db4830ba29148dae27d,Chris Styles,chrisstyles,
64cc2db4830ba29148dae286,George Jones,georgejones,"George Glenn Jones (September 12, 1931 – April 26, 2013) was an American country musician, singer, and songwriter. He achieved international fame for his long list of hit records, including his best-known song ""He Stopped Loving Her Today"", as well as his distinctive voice and phrasing. For the last two decades of his life, Jones was frequently referred to as the greatest living country singer. Country music scholar Bill Malone writes, ""For the two or three minutes consumed by a song, Jones immerses himself so completely in its lyrics, and in the mood it conveys, that the listener can scarcely avoid becoming similarly involved."" The shape of his nose and facial features earned Jones the nickname ""The Possum"".  Jones has been called ""The Rolls-Royce of Country Music"" and had more than 160 chart singles to his name from 1955 until his death in 2013.\nBorn in Texas, Jones first heard country music when he was seven, and was given a guitar at the age of nine. His earliest influences were Roy Acuff and Bill Monroe, although the artistry of Hank Williams and Lefty Frizzell would crystallize his vocal style. He married his first wife, Dorothy Bonvillion, in 1950, and was divorced in 1951. He served in the United States Marine Corps and was discharged in 1953. He married Shirley Ann Corley in 1954. In 1959, Jones recorded ""White Lightning"", written by The Big Bopper, which launched his career as a singer. His second marriage ended in divorce in 1968; he married fellow country music singer Tammy Wynette a year later. Years of alcoholism compromised his health and led to his missing many performances, earning him the nickname ""No Show Jones"". After his divorce from Wynette in 1975, Jones married his fourth wife, Nancy Sepulvado, in 1983 and became sober for good in 1999. Jones died in 2013, aged 81, from hypoxic respiratory failure."
64cc2db4830ba29148dae299,Barron's Educational Series,barronseducationalseries,"Kaplan, Inc. is an international educational services company that provides education and training services to colleges, universities, businesses and individuals around the world. Founded in 1938 by Stanley Kaplan, the company offers a variety of test preparation, professional training, career development, language training, university and student support services. The company is headquartered in Fort Lauderdale, Florida, and is a wholly owned subsidiary of Graham Holdings Company."
64cc2db4830ba29148dae29b,Janice Daugharty,janicedaugharty,
64cc2db4830ba29148dae2a7,David Levering Lewis,davidleveringlewis,"David Levering Lewis (born May 25, 1936) is an American historian, a Julius Silver University Professor, and professor emeritus of history at New York University. He is twice winner of the Pulitzer Prize for Biography or Autobiography, for part one and part two of his biography of W. E. B. Du Bois (in 1994 and 2001, respectively). He is the first author to win Pulitzer Prizes for biography for two successive volumes on the same subject.\nThe author of eight books and editor of two more, Lewis concentrates on comparative history with special focus on twentieth-century United States social history and civil rights. His interests include nineteenth-century Africa, twentieth-century France, and Islamic Spain.\n\n"
64cc2db4830ba29148dae2a8,Steven Forrest,stevenforrest,"Steve Forrest may refer to:\n\nSteve Forrest (actor) (1925–2013), American film and television actor born William Forrest Andrews\nSteve Forrest (musician) (born 1986), American musician with the band Placebo\nSteven Forrest (astrologer) (born 1949), American astrologer, author and lecturer"
64cc2db4830ba29148dae2c0,Rose-Mary Rumbley,rosemaryrumbley,
64cc2db4830ba29148dae2d0,Heather Bourbeau,heatherbourbeau,
64cc2db4830ba29148dae2d6,Dominick Miserandino,dominickmiserandino,"Dominick Miserandino (born November 22, 1972) is an American entrepreneur, author and journalist. He is also the founder and executive editor of the TheCelebrityCafe.com online magazine which publishes celebrity interviews, travel stories, movie, CD, book reviews, contests and trivia games."
64cc2db4830ba29148dae2e5,Perspection Inc,perspectioninc,
64cc2db4830ba29148dae2e6,Perspection,perspection,
64cc2db4830ba29148dae2ee,Kevin Sampson,kevinsampson,Kevin Sampson may refer to:\n\nKevin Sampson (American football)\nKevin Sampson (writer)\nKevin Sampson (artist)
64cc2db4830ba29148dae301,John Snelling,johnsnelling,John Snelling (born 8 March 1946) is a British archer. He competed in the men's individual event at the 1972 Summer Olympics.
64cc2db4830ba29148dae31f,Alan R. Wilson,alanrwilson,"Alan R. Wilson is a Canadian novelist and poet, who won the Amazon.ca First Novel Award in 1999 for his novel Before the Flood. The novel was also a shortlisted nominee for the Ethel Wilson Fiction Prize and the Stephen Leacock Award.His prior publications include the poetry collections Animate Objects (1995), Counting to 100 (1996) and Sky Atlas (2008).Originally from Moncton, New Brunswick, he currently resides in Victoria, British Columbia. His second novel, Lucifer's Hair, has been completed and is slated for future publication."
64cc2db4830ba29148dae32c,Nicholas Bornoff,nicholasbornoff,
64cc2db4830ba29148dae360,Fergus Fleming,fergusfleming,
64cc2db4830ba29148dae36f,Tom Maddox,tommaddox,"Tom Maddox (October 1945 – October 18, 2022) was an American science fiction writer, known for his part in the early cyberpunk movement.\nMaddox's only novel was Halo (ISBN 0-312-85249-5), published in 1991 by Tor Books. His story ""Snake Eyes"" appeared in the 1986 collection Mirrorshades, edited by Bruce Sterling. He was perhaps best known as a friend and writing partner of William Gibson. They wrote two episodes of The X-Files together, ""Kill Switch"" and ""First Person Shooter"". \nThe term Intrusion Countermeasures Electronics (or ICE) was conceived by Maddox. According to him, he coined the term in the manuscript of an unpublished story that he showed to Gibson at a science fiction convention in Portland, Oregon. Gibson asked permission to use the acronym, and Maddox agreed. The term was then used in Gibson's early short stories and eventually popularized in the novel Neuromancer, in which Maddox was properly acknowledged.\nMaddox licensed his work under a Creative Commons license, making a significant part of it available on his website: Tom Maddox Fiction and Nonfiction Archive.\nMaddox also served as a professor of literary studies at The Evergreen State College in Olympia, Washington.Maddox died from a stroke on October 18, 2022, at the age of 77."
64cc2db4830ba29148dae392,John Milton Fogg,johnmiltonfogg,
64cc2db4830ba29148dae3a0,Cybéle Tomlinson,cybletomlinson,
64cc2db4830ba29148dae3aa,Fedor M. Dostoevsky,fedormdostoevsky,"Fyodor Mikhailovich Dostoevsky (UK: , US: ; Russian: pre-1918: Ѳедоръ Михайловичъ Достоевскій; post-1918: Фёдор Михайлович Достоевский, tr. Fyódor Mikháylovich Dostoyévskiy, IPA: [ˈfʲɵdər mʲɪˈxajləvʲɪdʑ dəstɐˈjefskʲɪj] (listen); 11 November 1821 – 9 February 1881), sometimes transliterated as Dostoyevsky, was a Russian novelist, short story writer, essayist and journalist. Numerous literary critics regard him as one of the greatest novelists in all of world literature, as many of his works are considered highly influential masterpieces.Dostoevsky's literary works explore the human condition in the troubled political, social, and spiritual atmospheres of 19th-century Russia, and engage with a variety of philosophical and religious themes. His most acclaimed novels include Crime and Punishment (1866), The Idiot (1869), Demons (1872), and The Brothers Karamazov (1880). His 1864 novella Notes from Underground is considered to be one of the first works of existentialist literature.Born in Moscow in 1821, Dostoevsky was introduced to literature at an early age through fairy tales and legends, and through books by Russian and foreign authors. His mother died in 1837 when he was 15, and around the same time, he left school to enter the Nikolayev Military Engineering Institute. After graduating, he worked as an engineer and briefly enjoyed a lavish lifestyle, translating books to earn extra money. In the mid-1840s he wrote his first novel, Poor Folk, which gained him entry into Saint Petersburg's literary circles. However, he was arrested in 1849 for belonging to a literary group, the Petrashevsky Circle, that discussed banned books critical of Tsarist Russia. Dostoevsky was sentenced to death but the sentence was commuted at the last moment. He spent four years in a Siberian prison camp, followed by six years of compulsory military service in exile. In the following years, Dostoevsky worked as a journalist, publishing and editing several magazines of his own and later A Writer's Diary, a collection of his writings. He began to travel around western Europe and developed a gambling addiction, which led to financial hardship. For a time, he had to beg for money, but he eventually became one of the most widely read and highly regarded Russian writers.\nDostoevsky's body of work consists of thirteen novels, three novellas, seventeen short stories, and numerous other works. His writings were widely read both within and beyond his native Russia and influenced an equally great number of later writers including Russians such as Aleksandr Solzhenitsyn and Anton Chekhov, philosophers Friedrich Nietzsche and Jean-Paul Sartre, and the emergence of Existentialism and Freudianism. His books have been translated into more than 170 languages, and served as the inspiration for many films."
